Date,Year,Month,Mdate,Weekday_End,Day,Hour,Town_Hall-West,Collins Place-South,Australia on Collins,Bourke Street Mall-South,Bourke Street Mall-North,Melbourne Central,Flagstaff Station,State Library,Collins Place-North,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Birrarung Marr,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge
1/25/2012,2012,1,25,10,4,3,45,16,5,16,3,26,7,16,7,3,4,2,4,0,26,33,26,9
1/25/2012,2012,1,25,10,4,4,44,14,3,3,6,21,2,8,11,7,1,2,1,5,10,43,38,29
1/25/2012,2012,1,25,10,4,5,69,44,17,61,43,49,69,30,20,55,22,13,10,25,19,81,111,48
1/25/2012,2012,1,25,10,4,6,181,205,83,101,85,112,552,60,186,381,97,59,36,170,137,318,447,167
1/25/2012,2012,1,25,10,4,7,423,680,421,331,221,250,2005,226,696,981,328,105,40,311,332,722,1396,408
1/25/2012,2012,1,25,10,4,8,962,1951,858,836,648,619,4994,603,1849,2345,731,173,76,492,473,1425,3257,932
1/25/2012,2012,1,25,10,4,9,1562,1258,1003,1102,733,672,2100,553,921,917,357,135,51,182,361,950,1711,397
1/25/2012,2012,1,25,10,4,10,1840,713,1333,1561,1191,953,805,647,510,369,226,139,51,124,810,1110,1196,356
1/25/2012,2012,1,25,10,4,11,2550,692,1628,2356,1637,1163,644,880,464,371,191,170,100,159,627,1244,1347,397
1/25/2012,2012,1,25,10,4,12,3706,1620,2438,3834,2894,2056,933,1475,705,930,401,390,197,433,546,1872,2389,578
1/25/2012,2012,1,25,10,4,13,4294,1703,2854,4711,4040,2428,1320,1791,803,891,309,373,162,433,480,1699,2433,549
1/25/2012,2012,1,25,10,4,14,3631,904,2088,3560,2941,2130,921,1438,655,580,253,300,158,208,415,1687,1998,558
1/25/2012,2012,1,25,10,4,15,3632,763,1734,3169,2585,2330,1035,1391,593,436,255,205,101,179,530,1774,1915,545
1/25/2012,2012,1,25,10,4,16,3472,854,1636,3103,2421,2148,1859,1439,961,1184,423,240,130,276,545,1944,2432,668
1/25/2012,2012,1,25,10,4,17,3514,1471,1548,3083,2646,2091,3558,1693,1549,2021,834,179,99,618,1634,2606,3983,1185
1/25/2012,2012,1,25,10,4,18,2912,900,893,1747,1966,2025,1543,1440,749,893,425,261,127,383,1389,1726,2431,743
1/25/2012,2012,1,25,10,4,19,2048,477,522,862,1263,1723,585,1077,275,335,212,343,181,142,725,1065,1515,516
1/25/2012,2012,1,25,10,4,20,1519,349,259,551,785,1626,295,860,156,151,121,297,167,86,297,877,1171,361
1/25/2012,2012,1,25,10,4,21,1470,249,294,542,452,1504,230,771,135,78,115,268,171,73,193,914,1034,284
1/25/2012,2012,1,25,10,4,22,1504,184,226,337,399,1283,154,599,76,68,62,185,97,48,766,807,1020,314
1/25/2012,2012,1,25,10,4,23,1437,203,179,236,238,865,97,453,91,49,83,83,63,41,526,770,853,251
1/26/2012,2012,1,26,10,5,0,1124,81,120,164,143,455,64,287,39,31,28,40,11,21,146,267,378,161
1/26/2012,2012,1,26,10,5,1,635,42,81,91,123,273,19,122,23,25,12,28,26,3,11,180,168,62
1/26/2012,2012,1,26,10,5,2,691,34,47,98,78,212,25,96,17,9,11,10,6,3,8,128,137,40
1/26/2012,2012,1,26,10,5,3,566,27,41,111,67,211,3,109,17,8,24,7,3,4,8,109,43,31
1/26/2012,2012,1,26,10,5,4,265,11,31,49,37,120,9,39,3,1,12,5,2,2,23,93,99,72
1/26/2012,2012,1,26,10,5,5,198,10,12,21,15,62,6,27,12,8,2,18,11,9,16,55,103,53
1/26/2012,2012,1,26,10,5,6,95,16,28,39,54,42,14,12,19,23,10,13,7,27,48,66,118,50
1/26/2012,2012,1,26,10,5,7,200,70,94,57,49,131,11,52,27,39,20,68,50,41,91,127,201,70
1/26/2012,2012,1,26,10,5,8,483,108,204,153,138,226,82,184,81,47,29,101,44,74,169,442,351,122
1/26/2012,2012,1,26,10,5,9,1625,148,418,587,425,657,63,532,185,61,90,113,77,133,395,1231,632,160
1/26/2012,2012,1,26,10,5,10,3243,187,664,1012,963,1074,70,998,165,81,97,254,120,152,855,1847,1002,407
1/26/2012,2012,1,26,10,5,11,3191,237,838,1402,1264,1122,92,1227,149,113,86,417,223,192,1001,2931,1336,449
1/26/2012,2012,1,26,10,5,12,3223,324,1162,2349,1850,1756,57,1474,215,83,86,652,351,193,1254,3613,1683,459
1/26/2012,2012,1,26,10,5,13,3380,286,1033,2710,2331,2030,85,1030,220,88,96,777,458,194,1227,2925,1613,530
1/26/2012,2012,1,26,10,5,14,3231,281,1041,2775,2527,2053,61,1136,170,111,113,883,637,192,1359,2996,1894,586
1/26/2012,2012,1,26,10,5,15,3069,319,954,2896,2383,1941,71,1090,140,114,51,775,507,201,1640,2805,2114,701
1/26/2012,2012,1,26,10,5,16,3104,356,777,2688,2219,1957,59,988,116,122,96,716,455,172,1215,2888,2016,674
1/26/2012,2012,1,26,10,5,17,2951,274,652,2002,1877,1920,106,979,128,88,98,583,402,149,1578,2387,1878,626
1/26/2012,2012,1,26,10,5,18,2407,280,342,879,1152,1860,49,872,89,100,87,528,348,164,3042,1960,1712,515
1/26/2012,2012,1,26,10,5,19,2186,212,339,686,748,1525,35,719,91,82,110,413,203,90,1398,1653,1344,480
1/26/2012,2012,1,26,10,5,20,1731,175,298,518,484,1427,69,629,64,63,103,248,162,60,1778,1727,1155,497
1/26/2012,2012,1,26,10,5,21,1935,208,350,365,311,1307,45,567,53,72,63,201,101,62,1678,3193,1794,853
1/26/2012,2012,1,26,10,5,22,1140,96,156,281,272,989,40,393,46,62,67,138,57,38,264,1264,1079,396
1/26/2012,2012,1,26,10,5,23,848,94,141,143,143,701,19,239,58,68,24,59,30,23,1270,884,815,297
1/27/2012,2012,1,27,10,6,0,654,84,144,111,98,356,28,124,34,44,17,30,21,16,455,406,388,115
1/27/2012,2012,1,27,10,6,1,246,16,44,64,49,142,7,88,18,18,5,21,12,1,27,147,171,30
1/27/2012,2012,1,27,10,6,2,130,15,27,16,27,84,12,61,4,13,3,6,2,4,20,66,54,32
1/27/2012,2012,1,27,10,6,3,83,11,17,10,20,51,7,19,2,1,1,13,7,0,13,52,33,19
1/27/2012,2012,1,27,10,6,4,70,17,6,35,22,38,1,36,2,6,7,5,6,5,5,44,79,53
1/27/2012,2012,1,27,10,6,5,88,36,15,44,27,41,48,21,19,18,16,12,16,16,6,65,102,36
1/27/2012,2012,1,27,10,6,6,112,161,73,71,44,83,337,45,120,206,52,19,13,61,70,175,315,130
1/27/2012,2012,1,27,10,6,7,320,403,281,322,197,190,1284,125,447,660,240,78,39,200,160,471,1046,300
1/27/2012,2012,1,27,10,6,8,794,1327,756,763,560,536,3889,447,1266,1483,515,154,49,335,285,966,2335,678
1/27/2012,2012,1,27,10,6,9,1230,893,877,1053,790,631,1693,488,678,608,396,162,66,154,205,863,1427,354
1/27/2012,2012,1,27,10,6,10,1944,519,1212,1737,1419,915,739,605,414,291,219,163,57,120,252,977,1153,307
1/27/2012,2012,1,27,10,6,11,2601,584,1823,2677,2107,1111,659,827,403,268,130,213,112,176,338,1224,1545,412
1/27/2012,2012,1,27,10,6,12,3596,1299,2650,4052,3178,1998,845,1391,607,825,295,352,149,355,436,1898,2440,683
1/27/2012,2012,1,27,10,6,13,4037,1369,3011,4646,3806,2246,1108,1607,625,781,328,363,153,360,484,1745,2335,614
1/27/2012,2012,1,27,10,6,14,3732,778,2165,3641,3078,2186,773,1257,445,338,216,315,134,174,482,1794,2108,542
1/27/2012,2012,1,27,10,6,15,3436,628,1926,3538,2791,2115,933,1291,507,378,191,234,101,161,479,1890,2320,687
1/27/2012,2012,1,27,10,6,16,3388,707,1791,3273,2831,2120,1657,1351,749,963,402,249,136,267,529,1967,2637,753
1/27/2012,2012,1,27,10,6,17,3537,999,1655,3372,2949,2218,2452,1408,1017,1302,506,316,138,369,659,2246,3186,962
1/27/2012,2012,1,27,10,6,18,3076,632,980,2388,2446,2167,808,1112,462,488,265,305,125,242,588,1540,2158,657
1/27/2012,2012,1,27,10,6,19,2139,381,606,1709,1580,1768,306,1040,178,194,162,348,185,109,500,1310,1557,455
1/27/2012,2012,1,27,10,6,20,1761,293,438,1180,1245,1496,199,896,121,97,107,537,293,90,214,1039,1250,414
1/27/2012,2012,1,27,10,6,21,1692,225,340,563,786,1588,134,888,107,88,97,506,346,78,263,1094,1281,436
1/27/2012,2012,1,27,10,6,22,1171,186,210,307,392,1354,74,590,76,71,60,407,226,49,163,944,1143,438
1/27/2012,2012,1,27,10,6,23,941,158,148,293,287,1015,56,541,67,48,43,197,76,40,186,899,1005,454
1/28/2012,2012,1,28,20,7,0,761,104,116,244,167,596,40,311,61,24,37,59,31,14,771,448,521,182
1/28/2012,2012,1,28,20,7,1,681,92,156,206,126,456,24,239,47,35,14,33,21,10,1139,418,387,98
1/28/2012,2012,1,28,20,7,2,294,33,35,97,51,228,11,140,13,7,13,26,4,4,13,126,150,52
1/28/2012,2012,1,28,20,7,3,257,26,25,82,31,203,4,78,14,4,15,13,2,4,24,81,114,54
1/28/2012,2012,1,28,20,7,4,130,17,22,40,27,94,12,36,13,5,4,10,4,1,4,65,80,48
1/28/2012,2012,1,28,20,7,5,85,27,21,38,16,70,6,36,13,9,10,11,6,8,15,67,91,50
1/28/2012,2012,1,28,20,7,6,108,27,33,24,29,64,13,34,9,20,1,10,7,28,33,49,138,52
1/28/2012,2012,1,28,20,7,7,151,60,72,67,67,121,14,74,24,32,27,55,22,54,97,90,187,73
1/28/2012,2012,1,28,20,7,8,339,98,247,239,199,176,40,127,71,59,53,83,48,79,132,233,310,105
1/28/2012,2012,1,28,20,7,9,662,195,509,649,467,402,44,238,91,75,64,112,72,91,129,484,623,184
1/28/2012,2012,1,28,20,7,10,1287,265,788,1555,1093,746,50,454,117,116,150,199,108,122,228,778,869,245
1/28/2012,2012,1,28,20,7,11,2151,245,1245,2419,1877,991,49,687,150,122,75,277,107,130,279,1132,1274,333
1/28/2012,2012,1,28,20,7,12,2534,273,1473,2971,2368,1322,50,886,153,85,112,313,173,124,375,1476,1498,420
1/28/2012,2012,1,28,20,7,13,3162,332,1441,3212,2811,1985,71,1258,179,105,71,313,189,136,375,1533,1547,489
1/28/2012,2012,1,28,20,7,14,3253,329,1525,3529,3016,2091,65,1171,147,122,81,294,194,149,378,1767,1721,536
1/28/2012,2012,1,28,20,7,15,3109,281,1404,3307,2911,1943,105,1091,167,120,113,286,187,171,358,1890,1784,611
1/28/2012,2012,1,28,20,7,16,2925,322,1156,2972,2758,1936,39,1065,144,92,96,278,188,115,383,1476,1758,573
1/28/2012,2012,1,28,20,7,17,2403,333,862,1958,2019,1726,67,957,154,87,121,291,209,98,414,1606,1674,503
1/28/2012,2012,1,28,20,7,18,2071,331,397,1031,1421,1800,62,874,120,103,140,505,314,92,538,1319,1440,513
1/28/2012,2012,1,28,20,7,19,1530,279,314,564,953,1471,59,832,93,94,150,586,337,83,388,1351,1301,504
1/28/2012,2012,1,28,20,7,20,1344,355,240,510,683,1346,27,768,99,79,72,811,532,78,263,1308,1283,545
1/28/2012,2012,1,28,20,7,21,1568,283,267,463,438,1460,44,750,95,82,83,759,562,41,666,1593,1353,650
1/28/2012,2012,1,28,20,7,22,1366,240,294,455,392,1061,74,532,76,67,100,634,302,65,449,1326,1440,602
1/28/2012,2012,1,28,20,7,23,1328,273,396,363,399,1076,51,495,123,63,87,443,169,43,323,1207,1427,657
1/29/2012,2012,1,29,20,1,0,823,141,224,301,244,682,28,341,66,38,104,151,41,21,66,834,857,335
1/29/2012,2012,1,29,20,1,1,579,53,154,220,234,420,14,185,65,21,37,64,31,14,29,333,414,168
1/29/2012,2012,1,29,20,1,2,433,34,110,173,133,275,18,154,32,13,14,19,7,13,11,186,300,79
1/29/2012,2012,1,29,20,1,3,301,27,50,155,108,187,10,81,35,6,30,20,0,1,7,146,185,100
1/29/2012,2012,1,29,20,1,4,220,38,65,58,39,67,23,49,20,15,9,6,4,3,7,40,97,40
1/29/2012,2012,1,29,20,1,5,88,13,26,36,12,70,6,35,14,1,9,7,10,2,8,46,69,39
1/29/2012,2012,1,29,20,1,6,69,20,28,24,26,27,8,26,10,6,7,16,9,11,33,58,72,29
1/29/2012,2012,1,29,20,1,7,147,46,81,52,55,80,16,44,27,23,18,37,18,57,93,82,188,76
1/29/2012,2012,1,29,20,1,8,285,148,165,140,108,197,30,81,53,47,42,95,57,105,203,179,305,100
1/29/2012,2012,1,29,20,1,9,634,210,295,488,398,428,35,218,99,59,60,158,185,135,252,442,594,199
1/29/2012,2012,1,29,20,1,10,1301,246,591,1309,976,830,40,460,75,87,121,213,252,142,274,832,944,294
1/29/2012,2012,1,29,20,1,11,2044,261,950,2031,1714,1194,47,701,111,95,95,172,282,124,239,1225,1463,535
1/29/2012,2012,1,29,20,1,12,2541,267,1154,2463,2529,1896,32,1059,133,54,105,189,315,129,218,1445,1572,565
1/29/2012,2012,1,29,20,1,13,2982,221,1213,2733,2873,1974,61,1020,123,43,107,252,325,109,213,1624,1643,584
1/29/2012,2012,1,29,20,1,14,2824,269,1033,2611,2854,2106,52,1278,115,80,94,318,663,95,277,1694,1816,648
1/29/2012,2012,1,29,20,1,15,2879,271,922,2617,2436,2062,44,1194,134,75,68,388,726,92,398,1549,1826,793
1/29/2012,2012,1,29,20,1,16,2269,217,764,2180,2018,1745,42,1026,81,82,72,282,441,98,371,1422,1840,710
1/29/2012,2012,1,29,20,1,17,2147,266,481,1594,1427,1728,36,1010,102,82,77,335,300,90,573,1110,1501,548
1/29/2012,2012,1,29,20,1,18,1579,190,243,719,891,1644,45,834,65,91,64,257,183,70,549,885,1196,484
1/29/2012,2012,1,29,20,1,19,1201,66,181,337,587,1227,29,604,36,62,90,324,185,58,447,795,986,422
1/29/2012,2012,1,29,20,1,20,872,117,117,278,328,993,32,477,31,42,67,355,269,72,180,778,710,384
1/29/2012,2012,1,29,20,1,21,807,62,99,224,192,847,36,401,36,32,71,245,176,58,177,734,706,336
1/29/2012,2012,1,29,20,1,22,703,71,120,167,146,647,25,214,54,52,42,135,77,15,138,647,631,247
1/29/2012,2012,1,29,20,1,23,655,64,106,122,146,375,29,176,29,46,28,50,7,23,100,519,575,264
1/30/2012,2012,1,30,10,2,0,441,29,72,77,55,211,3,108,26,14,17,25,0,2,58,296,220,103
1/30/2012,2012,1,30,10,2,1,171,27,32,44,43,68,5,80,9,3,6,7,4,7,258,110,98,29
1/30/2012,2012,1,30,10,2,2,437,44,123,69,44,108,8,100,19,15,6,5,0,8,847,254,149,54
1/30/2012,2012,1,30,10,2,3,52,16,9,9,11,45,8,16,6,7,2,0,0,5,19,31,39,22
1/30/2012,2012,1,30,10,2,4,41,17,15,127,16,31,2,14,4,2,4,0,0,1,17,60,30,38
1/30/2012,2012,1,30,10,2,5,63,60,19,36,5,43,69,40,21,39,16,8,7,21,22,79,117,48
1/30/2012,2012,1,30,10,2,6,161,192,69,88,53,112,496,70,166,361,128,34,16,88,54,258,406,115
1/30/2012,2012,1,30,10,2,7,406,637,338,302,189,222,1688,220,576,979,337,91,44,250,206,716,1241,346
1/30/2012,2012,1,30,10,2,8,1010,1832,1011,808,599,607,4912,727,1712,2351,803,155,51,450,379,1410,3154,934
1/30/2012,2012,1,30,10,2,9,1029,1188,852,879,598,631,2608,537,1037,1085,578,112,37,175,128,804,1623,377
1/30/2012,2012,1,30,10,2,10,1451,700,1048,1289,1028,809,978,542,535,410,236,109,66,75,80,1415,949,209
1/30/2012,2012,1,30,10,2,11,2082,575,1403,1936,1483,1171,672,679,420,317,169,141,88,109,113,999,1103,299
1/30/2012,2012,1,30,10,2,12,3077,1460,2380,3479,2564,2085,1004,1347,653,865,361,338,157,314,294,1874,1925,410
1/30/2012,2012,1,30,10,2,13,3573,1579,2675,3882,3183,2197,1113,1628,676,789,307,278,118,324,268,1515,2247,416
1/30/2012,2012,1,30,10,2,14,3122,732,1778,2873,2370,1881,809,1243,474,363,176,170,96,139,201,1602,1557,351
1/30/2012,2012,1,30,10,2,15,2894,654,1435,2645,2033,1825,1048,1270,514,458,192,185,82,113,164,1298,1663,516
1/30/2012,2012,1,30,10,2,16,2838,727,1340,2461,2073,1835,1919,1275,873,1134,402,116,57,201,258,1465,2179,557
1/30/2012,2012,1,30,10,2,17,2692,1394,1305,2313,2043,1883,3916,1503,1740,2171,971,185,116,504,408,2109,3898,1141
1/30/2012,2012,1,30,10,2,18,2012,813,680,1299,1444,1666,1666,1149,786,842,566,265,91,332,336,1362,2128,653
1/30/2012,2012,1,30,10,2,19,1307,476,322,534,827,1201,517,803,273,274,210,172,86,142,199,771,1180,346
1/30/2012,2012,1,30,10,2,20,993,354,211,391,527,1114,253,724,142,125,111,170,90,71,145,672,840,329
1/30/2012,2012,1,30,10,2,21,820,227,180,245,267,863,111,434,86,75,88,89,37,46,114,674,795,245
1/30/2012,2012,1,30,10,2,22,431,117,107,176,190,613,64,268,53,44,56,61,23,28,36,422,518,137
1/30/2012,2012,1,30,10,2,23,306,93,40,81,122,267,32,146,28,18,12,10,11,4,9,145,303,134
1/31/2012,2012,1,31,10,3,0,148,35,32,68,94,108,11,44,28,10,20,17,5,0,9,75,112,81
1/31/2012,2012,1,31,10,3,1,60,21,6,17,25,41,1,24,0,13,14,1,0,5,7,17,71,17
1/31/2012,2012,1,31,10,3,2,34,9,8,15,14,25,11,11,4,4,8,0,3,0,1,26,24,10
1/31/2012,2012,1,31,10,3,3,17,2,8,10,12,25,2,8,5,3,2,0,0,0,12,25,28,9
1/31/2012,2012,1,31,10,3,4,40,12,7,24,8,23,1,10,2,1,6,2,0,3,3,28,35,30
1/31/2012,2012,1,31,10,3,5,53,43,9,19,9,51,66,10,20,49,24,10,6,23,10,68,102,30
1/31/2012,2012,1,31,10,3,6,154,244,61,118,60,103,532,79,173,410,122,30,17,120,108,292,477,150
1/31/2012,2012,1,31,10,3,7,369,665,354,360,213,232,1862,223,682,1057,368,103,67,255,295,672,1358,377
1/31/2012,2012,1,31,10,3,8,876,1968,835,828,601,612,5380,672,1873,2277,862,155,173,432,430,1360,3397,882
1/31/2012,2012,1,31,10,3,9,992,1191,870,796,594,628,2475,522,954,925,426,126,336,136,136,754,1613,425
1/31/2012,2012,1,31,10,3,10,1427,555,940,1172,879,740,897,587,487,328,194,1308,49,101,122,559,879,202
1/31/2012,2012,1,31,10,3,11,2041,522,1309,1774,1313,1129,650,681,382,302,179,571,43,117,81,848,987,260
1/31/2012,2012,1,31,10,3,12,3137,1397,2236,3052,2387,1978,938,1345,645,912,386,220,136,410,169,1108,1868,445
1/31/2012,2012,1,31,10,3,13,3541,1593,2731,4053,2869,2281,1206,1598,756,818,347,274,162,372,257,1171,2038,472
1/31/2012,2012,1,31,10,3,14,3075,710,1882,2925,2220,2015,775,1292,496,435,199,408,139,159,184,1093,1711,433
1/31/2012,2012,1,31,10,3,15,2934,636,1512,2660,2000,1948,1032,1304,652,416,244,185,106,133,208,1128,1656,509
1/31/2012,2012,1,31,10,3,16,2881,740,1340,2473,1891,1926,1968,1526,1014,1192,502,174,79,222,217,1402,2309,601
1/31/2012,2012,1,31,10,3,17,2763,1465,1236,2454,1935,2002,4018,1597,1745,2102,899,184,98,497,399,2261,3930,1183
1/31/2012,2012,1,31,10,3,18,2242,937,812,1371,1419,1851,1696,1119,794,916,514,207,88,369,361,1611,2221,744
1/31/2012,2012,1,31,10,3,19,1353,411,320,541,915,1312,548,744,261,321,187,153,62,160,171,891,1026,356
1/31/2012,2012,1,31,10,3,20,970,315,219,372,427,1204,224,629,127,153,114,151,104,69,86,465,713,264
1/31/2012,2012,1,31,10,3,21,790,171,172,253,343,1075,141,496,82,69,115,97,58,45,77,638,754,271
1/31/2012,2012,1,31,10,3,22,512,134,118,181,223,631,66,280,53,66,45,68,30,24,24,391,534,203
1/31/2012,2012,1,31,10,3,23,549,108,72,161,135,384,52,183,50,32,30,38,12,18,43,1722,415,204
